
"Time";"HTI879B";
"31/08/2018  07:44:54";"54,546";
"31/08/2018  08:36:54";"54,234";
"31/08/2018  09:26:54";"54,692";
"31/08/2018  10:34:54";"55,164";
"31/08/2018  11:42:54";"55,622";
"31/08/2018  12:38:54";"56,087";
"31/08/2018  13:58:54";"56,545";
"31/08/2018  15:48:54";"56,851";
"31/08/2018  17:48:54";"56,851";
"31/08/2018  18:44:54";"56,392";
"31/08/2018  20:12:54";"56,087";
"31/08/2018  20:16:54";"55,310";
"31/08/2018  20:18:54";"55,927";
"31/08/2018  20:24:54";"55,927";
"31/08/2018  20:26:54";"55,164";
"31/08/2018  20:30:54";"55,927";
"31/08/2018  21:46:54";"55,775";
"31/08/2018  21:50:54";"55,164";
"31/08/2018  23:48:54";"55,310";
"01/09/2018  01:38:54";"54,852";
"01/09/2018  02:54:54";"54,546";
"01/09/2018  03:04:54";"54,692";
"01/09/2018  03:06:54";"54,040";
"01/09/2018  03:10:54";"54,692";
"01/09/2018  03:18:54";"54,081";
"01/09/2018  03:22:54";"54,505";
"01/09/2018  05:22:54";"54,852";
"01/09/2018  05:32:54";"54,692";
"01/09/2018  05:42:54";"54,546";
"01/09/2018  05:52:54";"54,546";
"01/09/2018  05:54:54";"53,929";
"01/09/2018  06:00:54";"54,546";
"01/09/2018  06:28:54";"54,546";
"01/09/2018  06:30:54";"53,929";
"01/09/2018  06:36:54";"54,234";
"01/09/2018  08:04:54";"54,081";
"01/09/2018  09:56:54";"54,234";
"01/09/2018  10:40:54";"54,692";
"01/09/2018  11:10:54";"54,852";
"01/09/2018  11:22:54";"55,310";
"01/09/2018  12:18:54";"55,622";
"01/09/2018  12:34:54";"56,087";
"01/09/2018  13:24:54";"55,622";
"01/09/2018  13:26:54";"55,469";
"01/09/2018  13:28:54";"56,240";
"01/09/2018  13:36:54";"56,240";
"01/09/2018  13:38:54";"55,622";
"01/09/2018  13:54:54";"56,392";
"01/09/2018  14:00:54";"55,775";
"01/09/2018  14:12:54";"56,240";
"01/09/2018  15:28:54";"55,927";
"01/09/2018  15:46:54";"56,240";
"01/09/2018  17:10:54";"55,927";
"01/09/2018  19:08:54";"55,775";
"01/09/2018  19:46:54";"55,775";
"01/09/2018  19:48:54";"55,164";
"01/09/2018  21:34:54";"55,004";
"01/09/2018  21:58:54";"54,852";
"01/09/2018  22:40:54";"54,852";
"01/09/2018  22:42:54";"54,234";
"01/09/2018  22:46:54";"55,004";
"01/09/2018  22:52:54";"54,546";
"01/09/2018  23:56:54";"54,081";
"02/09/2018  01:54:54";"53,929";
"02/09/2018  03:52:54";"54,081";
"02/09/2018  04:42:54";"53,623";
"02/09/2018  06:02:54";"53,311";
"02/09/2018  07:46:54";"53,005";
"02/09/2018  09:36:54";"53,311";
"02/09/2018  09:40:54";"53,929";
"02/09/2018  09:54:54";"54,081";
"02/09/2018  09:56:54";"53,311";
"02/09/2018  10:02:54";"53,623";
"02/09/2018  10:06:54";"54,234";
"02/09/2018  10:08:54";"54,234";
"02/09/2018  10:10:54";"53,623";
"02/09/2018  10:22:54";"54,234";
"02/09/2018  11:16:54";"54,692";
"02/09/2018  12:10:54";"55,164";
"02/09/2018  14:04:54";"55,622";
"02/09/2018  16:04:54";"55,775";
"02/09/2018  18:04:54";"55,775";
"02/09/2018  19:02:54";"55,310";
"02/09/2018  20:36:54";"55,004";
"02/09/2018  21:20:54";"54,692";
"02/09/2018  21:50:54";"54,546";
"02/09/2018  23:30:54";"54,234";
"03/09/2018  01:06:54";"53,769";
"03/09/2018  03:04:54";"53,623";
"03/09/2018  05:04:54";"53,929";
"03/09/2018  06:24:54";"53,464";
"03/09/2018  08:22:54";"53,151";
"03/09/2018  09:32:54";"53,464";
"03/09/2018  10:16:54";"53,929";
"03/09/2018  11:00:54";"54,387";
"03/09/2018  11:48:54";"54,852";
"03/09/2018  13:16:54";"55,310";
"03/09/2018  14:40:54";"55,775";
"03/09/2018  16:38:54";"55,927";
"03/09/2018  18:38:54";"55,927";
"03/09/2018  18:40:54";"55,927";
"03/09/2018  18:42:54";"55,310";
"03/09/2018  18:44:54";"55,927";
"03/09/2018  19:06:54";"55,775";
"03/09/2018  19:08:54";"55,164";
"03/09/2018  19:22:54";"55,775";
"03/09/2018  19:52:54";"55,775";
"03/09/2018  19:54:54";"55,122";
"03/09/2018  20:04:54";"55,622";
"03/09/2018  21:30:54";"55,469";
"03/09/2018  22:34:54";"55,310";
"03/09/2018  23:06:54";"54,852";
"04/09/2018  01:06:54";"54,692";
"04/09/2018  01:54:54";"54,546";
"04/09/2018  02:12:54";"54,387";
"04/09/2018  03:30:54";"54,081";
"04/09/2018  04:24:54";"54,546";
"04/09/2018  06:24:54";"54,546";
"04/09/2018  07:30:54";"54,546";
"04/09/2018  07:32:54";"53,929";
"04/09/2018  07:36:54";"54,387";
"04/09/2018  08:40:54";"54,852";
"04/09/2018  10:12:54";"55,310";
"04/09/2018  11:58:54";"55,775";
"04/09/2018  13:06:54";"56,240";
"04/09/2018  14:14:54";"56,087";
"04/09/2018  15:44:54";"55,927";
"04/09/2018  15:46:54";"55,310";
"04/09/2018  16:04:54";"55,775";
"04/09/2018  16:08:54";"55,775";
"04/09/2018  16:10:54";"55,164";
"04/09/2018  16:14:54";"55,927";
"04/09/2018  18:14:54";"56,087";
"04/09/2018  19:14:54";"56,087";
"04/09/2018  19:16:54";"55,310";
"04/09/2018  19:18:54";"55,927";
"04/09/2018  20:04:54";"55,622";
"04/09/2018  20:06:54";"55,004";
"04/09/2018  20:10:54";"55,775";
"04/09/2018  21:22:54";"55,469";
"04/09/2018  21:34:54";"55,164";
"04/09/2018  23:34:54";"54,963";
"05/09/2018  00:40:54";"55,310";
"05/09/2018  02:40:54";"55,622";
"05/09/2018  03:06:54";"55,469";
"05/09/2018  04:12:54";"55,004";
"05/09/2018  04:32:54";"55,004";
"05/09/2018  04:34:54";"54,387";
"05/09/2018  04:38:54";"54,852";
"05/09/2018  06:36:54";"55,164";
"05/09/2018  08:14:54";"55,622";
"05/09/2018  09:30:54";"56,087";
"05/09/2018  11:16:54";"56,504";
"05/09/2018  11:26:54";"56,545";
"05/09/2018  11:28:54";"55,469";
"05/09/2018  11:34:54";"56,392";
"05/09/2018  13:32:54";"56,545";
"05/09/2018  13:58:54";"56,358";
"05/09/2018  14:48:54";"56,545";
"05/09/2018  14:50:54";"55,775";
"05/09/2018  14:52:54";"56,392";
"05/09/2018  15:42:54";"56,392";
"05/09/2018  15:44:54";"55,775";
"05/09/2018  15:50:54";"56,705";
"05/09/2018  15:52:54";"56,705";
"05/09/2018  15:54:54";"56,087";
"05/09/2018  16:08:54";"56,705";
"05/09/2018  16:16:54";"56,545";
"05/09/2018  16:18:54";"55,775";
"05/09/2018  16:22:54";"56,087";
"05/09/2018  16:26:54";"56,663";
"05/09/2018  18:26:54";"56,705";
"05/09/2018  19:20:54";"56,392";
"05/09/2018  19:54:54";"55,927";
"05/09/2018  21:54:54";"55,469";
"05/09/2018  22:00:54";"56,087";
"05/09/2018  22:04:54";"55,310";
"05/09/2018  22:10:54";"56,240";
"05/09/2018  22:24:54";"55,469";
"05/09/2018  22:32:54";"55,622";
"05/09/2018  22:34:54";"56,240";
"05/09/2018  22:36:54";"55,310";
"05/09/2018  22:40:54";"56,087";
"05/09/2018  22:44:54";"55,310";
"05/09/2018  22:46:54";"55,927";
"05/09/2018  22:58:54";"55,622";
"06/09/2018  00:56:54";"55,775";
"06/09/2018  01:38:54";"55,469";
"06/09/2018  03:38:54";"55,310";
"06/09/2018  04:12:54";"54,928";
"06/09/2018  06:12:54";"55,004";
"06/09/2018  08:12:54";"54,546";
"06/09/2018  08:52:54";"55,004";
"06/09/2018  09:30:54";"55,310";
"06/09/2018  11:10:54";"55,740";
"06/09/2018  12:50:54";"56,240";
"06/09/2018  14:06:54";"56,705";
"06/09/2018  15:38:54";"57,163";
"06/09/2018  17:38:54";"57,316";
"06/09/2018  19:24:54";"56,851";
"06/09/2018  20:44:54";"56,392";
"06/09/2018  21:14:54";"56,087";
"06/09/2018  22:16:54";"55,622";
"06/09/2018  23:20:54";"55,164";
"07/09/2018  00:52:54";"54,852";
"07/09/2018  01:48:54";"54,387";
"07/09/2018  03:48:54";"54,234";
"07/09/2018  05:26:54";"54,692";
"07/09/2018  07:26:54";"54,546";
"07/09/2018  09:24:54";"54,852";
"07/09/2018  10:24:54";"55,310";
"07/09/2018  11:16:54";"55,622";
"07/09/2018  13:10:54";"55,927";
"07/09/2018  15:10:54";"55,927";
"07/09/2018  16:04:54";"55,469";
"07/09/2018  16:54:54";"55,004";
"07/09/2018  18:54:54";"55,004";
"07/09/2018  20:54:54";"54,852";
"07/09/2018  22:54:54";"54,692";
"08/09/2018  00:52:54";"54,692";
"08/09/2018  02:52:54";"54,692";
"08/09/2018  04:10:54";"54,387";
"08/09/2018  06:10:54";"54,387";
"08/09/2018  08:10:54";"54,199";
"08/09/2018  09:42:54";"54,692";
"08/09/2018  11:18:54";"55,164";
"08/09/2018  12:06:54";"55,622";
"08/09/2018  13:10:54";"56,087";
"08/09/2018  15:10:54";"56,392";
"08/09/2018  17:10:54";"56,392";
"08/09/2018  19:08:54";"56,087";
"08/09/2018  20:38:54";"55,622";
"08/09/2018  22:38:54";"55,310";
"09/09/2018  00:28:54";"54,852";
"09/09/2018  01:36:54";"54,470";
"09/09/2018  03:36:54";"54,387";
"09/09/2018  05:36:54";"54,546";
"09/09/2018  07:36:54";"54,234";
"09/09/2018  08:54:54";"54,692";
"09/09/2018  09:16:54";"55,164";
"09/09/2018  10:28:54";"55,622";
"09/09/2018  12:26:54";"56,087";
"09/09/2018  14:26:54";"56,504";
"09/09/2018  16:26:54";"56,851";
"09/09/2018  18:18:54";"56,392";
"09/09/2018  20:16:54";"55,927";
"09/09/2018  22:16:54";"55,622";
"10/09/2018  00:16:54";"55,469";
"10/09/2018  02:12:54";"55,740";
"10/09/2018  04:12:54";"55,775";
"10/09/2018  05:10:54";"55,310";
"10/09/2018  06:12:54";"54,852";
"10/09/2018  07:16:54";"55,310";
"10/09/2018  07:48:54";"55,775";
"10/09/2018  08:56:54";"56,240";
"10/09/2018  10:54:54";"56,545";
"10/09/2018  12:54:54";"56,240";
"10/09/2018  14:54:54";"56,705";
"10/09/2018  15:38:54";"56,240";
"10/09/2018  16:12:54";"56,663";
"10/09/2018  18:10:54";"56,545";
"10/09/2018  20:10:54";"56,504";
"10/09/2018  21:18:54";"56,087";
"10/09/2018  22:12:54";"55,740";
"11/09/2018  00:12:54";"55,622";
"11/09/2018  01:28:54";"55,310";
"11/09/2018  02:20:54";"55,004";
"11/09/2018  04:20:54";"54,692";
"11/09/2018  06:20:54";"54,546";
"11/09/2018  07:40:54";"54,199";
"11/09/2018  08:46:54";"54,692";
"11/09/2018  09:38:54";"54,852";
"11/09/2018  09:50:54";"55,310";
"11/09/2018  10:40:54";"55,740";
"11/09/2018  11:42:54";"56,198";
"11/09/2018  12:26:54";"56,663";
"11/09/2018  14:26:54";"56,975";
"11/09/2018  16:00:54";"56,774";
"11/09/2018  17:58:54";"56,934";
"11/09/2018  19:14:54";"56,628";
"11/09/2018  20:06:54";"56,358";
"11/09/2018  20:16:54";"55,893";
"11/09/2018  22:14:54";"55,740";
"12/09/2018  00:14:54";"55,435";
"12/09/2018  01:56:54";"55,088";
"12/09/2018  02:54:54";"54,817";
"12/09/2018  04:10:54";"54,352";
"12/09/2018  06:10:54";"54,158";
"12/09/2018  08:10:54";"53,894";
"12/09/2018  08:54:54";"54,199";
"12/09/2018  09:08:54";"54,657";
"12/09/2018  09:38:54";"54,963";
"12/09/2018  10:00:54";"55,310";
"12/09/2018  10:42:54";"55,775";
"12/09/2018  11:28:54";"56,240";
"12/09/2018  13:28:54";"56,392";
"12/09/2018  14:38:54";"56,545";
"12/09/2018  14:40:54";"55,775";
"12/09/2018  14:44:54";"56,545";
"12/09/2018  15:58:54";"56,851";
"12/09/2018  17:58:54";"56,545";
"12/09/2018  19:28:54";"56,240";
"12/09/2018  21:28:54";"56,240";
"12/09/2018  23:26:54";"56,392";
"13/09/2018  01:02:54";"56,087";
"13/09/2018  02:22:54";"55,927";
"13/09/2018  03:48:54";"55,775";
"13/09/2018  04:40:54";"55,469";
"13/09/2018  05:32:54";"55,164";
"13/09/2018  06:08:54";"54,852";
"13/09/2018  07:04:54";"54,387";
"13/09/2018  07:54:54";"53,929";
"13/09/2018  09:54:54";"53,929";
"13/09/2018  10:36:54";"54,387";
"13/09/2018  11:00:54";"54,852";
"13/09/2018  11:50:54";"55,310";
"13/09/2018  12:46:54";"55,775";
"13/09/2018  14:46:54";"55,469";
"13/09/2018  16:44:54";"55,775";
"13/09/2018  18:44:54";"55,469";
"13/09/2018  18:58:54";"55,622";
"13/09/2018  19:00:54";"54,852";
"13/09/2018  19:02:54";"55,469";
"13/09/2018  21:02:54";"55,469";
"13/09/2018  21:46:54";"55,164";
"13/09/2018  23:46:54";"54,692";
"14/09/2018  01:46:54";"54,546";
"14/09/2018  03:46:54";"54,692";
"14/09/2018  04:08:54";"54,234";
"14/09/2018  06:08:54";"54,387";
"14/09/2018  08:06:54";"54,387";
"14/09/2018  10:06:54";"54,852";
"14/09/2018  10:42:54";"55,310";
"14/09/2018  12:02:54";"55,775";
"14/09/2018  13:08:54";"56,240";
"14/09/2018  14:28:54";"56,545";
"14/09/2018  14:30:54";"55,622";
"14/09/2018  14:48:54";"56,545";
"14/09/2018  15:42:54";"56,392";
"14/09/2018  16:58:54";"56,545";
"14/09/2018  17:00:54";"55,622";
"14/09/2018  17:04:54";"56,545";
"14/09/2018  17:06:54";"55,775";
"14/09/2018  17:10:54";"56,545";
"14/09/2018  18:48:54";"56,545";
"14/09/2018  18:50:54";"55,927";
"14/09/2018  19:02:54";"56,392";
"14/09/2018  19:04:54";"55,775";
"14/09/2018  19:08:54";"56,392";
"14/09/2018  19:28:54";"56,087";
"14/09/2018  21:26:54";"55,927";
"14/09/2018  22:38:54";"55,927";
"14/09/2018  22:40:54";"55,310";
"14/09/2018  22:44:54";"55,927";
"15/09/2018  00:02:54";"55,469";
"15/09/2018  00:44:54";"55,004";
"15/09/2018  02:16:54";"54,692";
"15/09/2018  04:06:54";"54,387";
"15/09/2018  06:04:54";"54,387";
"15/09/2018  06:16:54";"54,081";
"15/09/2018  08:16:54";"54,546";
"15/09/2018  10:16:54";"54,692";
"15/09/2018  11:02:54";"55,164";
"15/09/2018  11:40:54";"55,622";
"15/09/2018  12:28:54";"56,087";
"15/09/2018  14:02:54";"56,545";
"15/09/2018  14:52:54";"56,851";
"15/09/2018  15:02:54";"57,010";
"15/09/2018  15:04:54";"56,240";
"15/09/2018  15:08:54";"57,010";
"15/09/2018  15:28:54";"56,851";
"15/09/2018  15:30:54";"56,087";
"15/09/2018  15:34:54";"56,851";
"15/09/2018  17:10:54";"57,010";
"15/09/2018  17:12:54";"56,240";
"15/09/2018  17:16:54";"56,851";
"15/09/2018  17:34:54";"56,705";
"15/09/2018  17:36:54";"55,622";
"15/09/2018  17:38:54";"56,545";
"15/09/2018  18:48:54";"56,545";
"15/09/2018  18:50:54";"55,927";
"15/09/2018  18:54:54";"56,580";
"15/09/2018  19:10:54";"56,240";
"15/09/2018  21:08:54";"56,240";
"15/09/2018  22:02:54";"56,240";
"15/09/2018  22:04:54";"55,310";
"15/09/2018  22:08:54";"56,087";
"15/09/2018  22:16:54";"55,927";
"15/09/2018  22:34:54";"55,927";
"15/09/2018  22:36:54";"55,310";
"15/09/2018  22:52:54";"55,775";
"16/09/2018  00:08:54";"55,310";
"16/09/2018  02:08:54";"55,622";
"16/09/2018  03:40:54";"55,310";
"16/09/2018  04:58:54";"55,004";
"16/09/2018  06:58:54";"55,164";
"16/09/2018  08:02:54";"54,852";
"16/09/2018  08:04:54";"54,234";
"16/09/2018  09:44:54";"54,546";
"16/09/2018  10:12:54";"54,852";
"16/09/2018  10:50:54";"55,310";
"16/09/2018  11:28:54";"55,622";
"16/09/2018  12:30:54";"56,087";
"16/09/2018  13:46:54";"56,545";
"16/09/2018  15:02:54";"57,010";
"16/09/2018  15:52:54";"56,851";
"16/09/2018  15:56:54";"56,851";
"16/09/2018  15:58:54";"56,087";
"16/09/2018  16:02:54";"56,851";
"16/09/2018  18:00:54";"56,545";
"16/09/2018  19:36:54";"56,240";
"16/09/2018  20:20:54";"56,087";
"16/09/2018  20:22:54";"55,469";
"16/09/2018  20:26:54";"55,927";
"16/09/2018  22:26:54";"56,087";
"17/09/2018  00:16:54";"55,622";
"17/09/2018  00:48:54";"55,435";
"17/09/2018  02:48:54";"55,310";
"17/09/2018  03:12:54";"54,852";
"17/09/2018  05:12:54";"55,004";
"17/09/2018  07:10:54";"54,692";
"17/09/2018  07:48:54";"55,164";
"17/09/2018  09:48:54";"55,469";
"17/09/2018  10:30:54";"55,927";
"17/09/2018  11:18:54";"56,392";
"17/09/2018  12:24:54";"56,087";
"17/09/2018  12:36:54";"56,545";
"17/09/2018  13:04:54";"56,545";
"17/09/2018  13:06:54";"55,927";
"17/09/2018  13:10:54";"56,545";
"17/09/2018  15:10:54";"56,545";
"17/09/2018  17:10:54";"56,705";
"17/09/2018  17:12:54";"56,705";
"17/09/2018  17:14:54";"56,087";
"17/09/2018  17:20:54";"56,705";
"17/09/2018  19:20:54";"56,392";
"17/09/2018  19:58:54";"56,087";
"17/09/2018  21:58:54";"56,087";
"17/09/2018  23:26:54";"55,927";
"18/09/2018  00:44:54";"55,469";
"18/09/2018  02:44:54";"55,310";
"18/09/2018  04:24:54";"55,164";
"18/09/2018  06:24:54";"55,164";
"18/09/2018  07:06:54";"54,852";
"18/09/2018  09:04:54";"55,164";
"18/09/2018  11:04:54";"55,469";
"18/09/2018  12:34:54";"55,927";
"18/09/2018  13:30:54";"56,392";
"18/09/2018  14:38:54";"56,705";
"18/09/2018  16:32:54";"57,163";
"18/09/2018  17:04:54";"57,010";
"18/09/2018  18:38:54";"56,705";
"18/09/2018  19:02:54";"56,545";
"18/09/2018  19:50:54";"56,240";
"18/09/2018  20:08:54";"56,087";
"18/09/2018  21:56:54";"56,545";
"18/09/2018  22:36:54";"56,087";
"18/09/2018  22:46:54";"55,622";
"18/09/2018  23:06:54";"55,164";
"18/09/2018  23:26:54";"54,692";
"18/09/2018  23:34:54";"54,234";
"19/09/2018  00:00:54";"53,929";
"19/09/2018  02:00:54";"54,234";
"19/09/2018  03:44:54";"53,929";
"19/09/2018  03:56:54";"53,929";
"19/09/2018  03:58:54";"53,151";
"19/09/2018  04:00:54";"53,929";
"19/09/2018  04:10:54";"53,929";
"19/09/2018  04:12:54";"53,311";
"19/09/2018  04:20:54";"53,769";
"19/09/2018  05:18:54";"53,464";
"19/09/2018  07:18:54";"53,623";
"19/09/2018  08:00:54";"53,311";
"19/09/2018  08:18:54";"53,151";
"19/09/2018  09:40:54";"53,623";
"19/09/2018  10:30:54";"54,116";
"19/09/2018  12:00:54";"54,387";
"19/09/2018  12:42:54";"54,852";
"19/09/2018  13:08:54";"54,387";
"19/09/2018  13:16:54";"54,852";
"19/09/2018  14:32:54";"55,004";
"19/09/2018  14:38:54";"55,310";
"19/09/2018  14:40:54";"54,387";
"19/09/2018  14:46:54";"55,310";
"19/09/2018  16:06:54";"55,310";
"19/09/2018  16:08:54";"54,546";
"19/09/2018  16:12:54";"55,310";
"19/09/2018  17:08:54";"55,004";
"19/09/2018  17:10:54";"54,387";
"19/09/2018  17:14:54";"55,164";
"19/09/2018  17:46:54";"54,852";
"19/09/2018  17:58:54";"54,692";
"19/09/2018  18:12:54";"54,546";
"19/09/2018  18:24:54";"54,546";
"19/09/2018  18:26:54";"53,929";
"19/09/2018  19:12:54";"54,387";
"19/09/2018  19:16:54";"54,387";
"19/09/2018  19:18:54";"53,769";
"19/09/2018  19:28:54";"54,234";
"19/09/2018  20:34:54";"54,081";
"19/09/2018  21:50:54";"53,929";
"19/09/2018  22:26:54";"53,929";
"19/09/2018  22:28:54";"53,311";
"19/09/2018  22:40:54";"53,769";
"20/09/2018  00:40:54";"53,769";
"20/09/2018  02:06:54";"53,464";
"20/09/2018  02:10:54";"52,693";
"20/09/2018  02:14:54";"53,311";
"20/09/2018  04:12:54";"53,005";
"20/09/2018  05:22:54";"52,693";
"20/09/2018  07:22:54";"52,693";
"20/09/2018  07:54:54";"52,540";
"20/09/2018  09:54:54";"52,846";
"20/09/2018  09:58:54";"52,193";
"20/09/2018  10:04:54";"52,540";
"20/09/2018  10:08:54";"53,151";
"20/09/2018  11:06:54";"53,623";
"20/09/2018  13:06:54";"54,081";
"20/09/2018  14:10:54";"54,546";
"20/09/2018  16:10:54";"54,546";
"20/09/2018  17:18:54";"54,387";
"20/09/2018  17:42:54";"54,081";
"20/09/2018  17:48:54";"53,623";
"20/09/2018  19:34:54";"53,929";
"20/09/2018  21:34:54";"53,929";
"20/09/2018  22:26:54";"53,929";
"20/09/2018  22:28:54";"53,311";
"20/09/2018  22:34:54";"53,929";
"20/09/2018  22:54:54";"53,464";
"20/09/2018  23:28:54";"53,005";
"21/09/2018  01:26:54";"52,693";
"21/09/2018  03:26:54";"52,846";
"21/09/2018  05:24:54";"53,005";
"21/09/2018  07:24:54";"53,151";
"21/09/2018  09:24:54";"53,151";
"21/09/2018  10:14:54";"52,846";
"21/09/2018  10:26:54";"53,311";
"21/09/2018  10:34:54";"52,846";
"21/09/2018  10:42:54";"53,311";
"21/09/2018  12:40:54";"53,311";
"21/09/2018  13:12:54";"53,769";
"21/09/2018  13:28:54";"53,464";
"21/09/2018  14:22:54";"53,769";
"21/09/2018  16:06:54";"54,234";
"21/09/2018  18:06:54";"54,546";
"21/09/2018  18:44:54";"54,081";
"21/09/2018  18:50:54";"54,387";
"21/09/2018  19:02:54";"54,081";
"21/09/2018  21:02:54";"54,081";
"21/09/2018  22:52:54";"54,081";
"21/09/2018  22:54:54";"53,464";
"21/09/2018  23:18:54";"53,929";
"22/09/2018  01:00:54";"53,769";
"22/09/2018  01:14:54";"53,311";
"22/09/2018  02:28:54";"52,846";
"22/09/2018  04:28:54";"52,846";
"22/09/2018  05:00:54";"52,540";
"22/09/2018  06:58:54";"52,388";
"22/09/2018  08:58:54";"52,082";
"22/09/2018  10:24:54";"52,540";
"22/09/2018  10:42:54";"52,846";
"22/09/2018  11:12:54";"52,846";
"22/09/2018  11:14:54";"53,464";
"22/09/2018  12:24:54";"53,769";
"22/09/2018  12:32:54";"53,769";
"22/09/2018  12:34:54";"54,387";
"22/09/2018  13:24:54";"54,852";
"22/09/2018  13:42:54";"54,852";
"22/09/2018  13:44:54";"54,234";
"22/09/2018  13:58:54";"55,004";
"22/09/2018  14:02:54";"54,387";
"22/09/2018  14:10:54";"55,164";
"22/09/2018  14:20:54";"55,004";
"22/09/2018  16:18:54";"55,164";
"22/09/2018  16:26:54";"55,310";
"22/09/2018  16:28:54";"54,546";
"22/09/2018  16:30:54";"55,164";
"22/09/2018  16:40:54";"55,004";
"22/09/2018  18:34:54";"54,692";
"22/09/2018  18:46:54";"54,387";
"22/09/2018  19:28:54";"53,894";
"22/09/2018  20:30:54";"53,464";
"22/09/2018  21:06:54";"53,311";
"22/09/2018  21:08:54";"52,693";
"22/09/2018  21:10:54";"53,311";
"22/09/2018  21:50:54";"53,311";
"22/09/2018  21:52:54";"52,693";
"22/09/2018  22:02:54";"53,005";
"22/09/2018  22:18:54";"53,005";
"22/09/2018  22:20:54";"52,499";
"22/09/2018  22:40:54";"52,540";
"22/09/2018  22:42:54";"53,151";
"22/09/2018  23:36:54";"52,693";
"23/09/2018  01:36:54";"52,693";
"23/09/2018  03:34:54";"52,235";
"23/09/2018  05:32:54";"51,930";
"23/09/2018  07:32:54";"52,082";
"23/09/2018  09:30:54";"52,540";
"23/09/2018  10:46:54";"53,005";
"23/09/2018  11:50:54";"53,151";
"23/09/2018  12:14:54";"53,623";
"23/09/2018  14:06:54";"54,081";
"23/09/2018  15:30:54";"54,546";
"23/09/2018  16:50:54";"55,004";
"23/09/2018  18:14:54";"55,004";
"23/09/2018  18:16:54";"54,387";
"23/09/2018  19:10:54";"54,421";
"23/09/2018  19:12:54";"53,811";
"23/09/2018  20:30:54";"54,234";
"23/09/2018  21:10:54";"54,081";
"23/09/2018  21:14:54";"53,464";
"23/09/2018  21:32:54";"53,929";
"23/09/2018  23:32:54";"53,623";
"24/09/2018  00:08:54";"53,623";
"24/09/2018  00:10:54";"53,005";
"24/09/2018  00:18:54";"53,464";
"24/09/2018  00:36:54";"53,005";
"24/09/2018  02:36:54";"53,311";
"24/09/2018  02:52:54";"53,311";
"24/09/2018  02:56:54";"52,540";
"24/09/2018  02:58:54";"53,151";
"24/09/2018  04:52:54";"53,005";
"24/09/2018  06:50:54";"53,005";
"24/09/2018  07:34:54";"52,846";
"24/09/2018  08:46:54";"53,311";
"24/09/2018  09:30:54";"53,464";
"24/09/2018  09:40:54";"53,929";
"24/09/2018  10:56:54";"54,234";
"24/09/2018  11:36:54";"54,692";
"24/09/2018  13:02:54";"55,164";
"24/09/2018  15:02:54";"55,469";
"24/09/2018  16:10:54";"55,164";
"24/09/2018  16:14:54";"54,546";
"24/09/2018  16:30:54";"54,692";
"24/09/2018  17:40:54";"54,692";
"24/09/2018  17:42:54";"54,081";
"24/09/2018  17:48:54";"54,546";
"24/09/2018  18:50:54";"54,234";
"24/09/2018  19:02:54";"54,081";
"24/09/2018  19:10:54";"53,623";
"24/09/2018  20:00:54";"53,151";
"24/09/2018  20:40:54";"52,693";
"24/09/2018  22:40:54";"52,693";
"24/09/2018  23:08:54";"52,693";
"24/09/2018  23:10:54";"52,082";
"24/09/2018  23:14:54";"52,388";
"25/09/2018  00:40:54";"52,540";
"25/09/2018  00:42:54";"51,881";
"25/09/2018  01:12:54";"52,388";
"25/09/2018  01:18:54";"51,770";
"25/09/2018  01:40:54";"52,235";
"25/09/2018  01:48:54";"51,930";
"25/09/2018  02:26:54";"52,388";
"25/09/2018  02:42:54";"52,082";
"25/09/2018  04:42:54";"51,930";
"25/09/2018  06:40:54";"52,388";
"25/09/2018  07:02:54";"52,082";
"25/09/2018  07:36:54";"51,770";
"25/09/2018  09:36:54";"51,617";
"25/09/2018  09:38:54";"52,235";
"25/09/2018  11:36:54";"52,693";
"25/09/2018  12:52:54";"53,151";
"25/09/2018  13:34:54";"53,464";
"25/09/2018  15:12:54";"53,464";
"25/09/2018  15:14:54";"52,846";
"25/09/2018  15:16:54";"53,464";
"25/09/2018  16:00:54";"53,151";
"25/09/2018  17:58:54";"53,151";
"25/09/2018  18:34:54";"52,693";
"25/09/2018  18:44:54";"53,151";
"25/09/2018  19:06:54";"53,117";
"25/09/2018  19:08:54";"52,540";
"25/09/2018  19:12:54";"53,151";
"25/09/2018  20:10:54";"53,005";
"25/09/2018  22:10:54";"53,117";
"25/09/2018  22:22:54";"53,005";
"25/09/2018  22:24:54";"52,499";
"25/09/2018  22:44:54";"52,846";
"25/09/2018  23:16:54";"52,693";
"26/09/2018  00:58:54";"52,693";
"26/09/2018  01:00:54";"52,082";
"26/09/2018  01:04:54";"52,388";
"26/09/2018  03:04:54";"52,235";
"26/09/2018  05:02:54";"51,930";
"26/09/2018  05:54:54";"52,082";
"26/09/2018  06:12:54";"52,235";
"26/09/2018  08:10:54";"52,235";
"26/09/2018  09:32:54";"51,770";
"26/09/2018  10:58:54";"52,235";
"26/09/2018  12:58:54";"52,082";
"26/09/2018  13:02:54";"52,693";
"26/09/2018  13:06:54";"52,082";
"26/09/2018  13:30:54";"52,540";
"26/09/2018  15:30:54";"52,540";
"26/09/2018  15:58:54";"52,540";
"26/09/2018  16:00:54";"51,930";
"26/09/2018  16:04:54";"52,693";
"26/09/2018  17:40:54";"52,540";
"26/09/2018  18:54:54";"52,082";
